Date,Company,Ticker,Close_Price,Industry,Sector
6/30/2023,Amazon,AMZN,130.36,Catalog/Specialty Distribution,Consumer Discretionary
7/3/2023,Amazon,AMZN,130.22,Catalog/Specialty Distribution,Consumer Discretionary
7/5/2023,Amazon,AMZN,130.38,Catalog/Specialty Distribution,Consumer Discretionary
7/6/2023,Amazon,AMZN,128.36,Catalog/Specialty Distribution,Consumer Discretionary
7/7/2023,Amazon,AMZN,129.78,Catalog/Specialty Distribution,Consumer Discretionary
7/10/2023,Amazon,AMZN,127.13,Catalog/Specialty Distribution,Consumer Discretionary
7/11/2023,Amazon,AMZN,128.78,Catalog/Specialty Distribution,Consumer Discretionary
7/12/2023,Amazon,AMZN,130.8,Catalog/Specialty Distribution,Consumer Discretionary
7/13/2023,Amazon,AMZN,134.3,Catalog/Specialty Distribution,Consumer Discretionary
7/14/2023,Amazon,AMZN,134.68,Catalog/Specialty Distribution,Consumer Discretionary
7/17/2023,Amazon,AMZN,133.56,Catalog/Specialty Distribution,Consumer Discretionary
7/18/2023,Amazon,AMZN,132.83,Catalog/Specialty Distribution,Consumer Discretionary
7/19/2023,Amazon,AMZN,135.36,Catalog/Specialty Distribution,Consumer Discretionary
7/20/2023,Amazon,AMZN,129.96,Catalog/Specialty Distribution,Consumer Discretionary
7/21/2023,Amazon,AMZN,130,Catalog/Specialty Distribution,Consumer Discretionary
7/24/2023,Amazon,AMZN,128.8,Catalog/Specialty Distribution,Consumer Discretionary
7/25/2023,Amazon,AMZN,129.13,Catalog/Specialty Distribution,Consumer Discretionary
7/26/2023,Amazon,AMZN,128.15,Catalog/Specialty Distribution,Consumer Discretionary
7/27/2023,Amazon,AMZN,128.25,Catalog/Specialty Distribution,Consumer Discretionary
7/28/2023,Amazon,AMZN,132.21,Catalog/Specialty Distribution,Consumer Discretionary
7/31/2023,Amazon,AMZN,133.68,Catalog/Specialty Distribution,Consumer Discretionary
2/1/2023,Nvidia,NVDA,209.43,Semiconductors,Technology
2/2/2023,Nvidia,NVDA,217.09,Semiconductors,Technology
2/3/2023,Nvidia,NVDA,211,Semiconductors,Technology
2/6/2023,Nvidia,NVDA,210.89,Semiconductors,Technology
2/7/2023,Nvidia,NVDA,221.73,Semiconductors,Technology
2/8/2023,Nvidia,NVDA,222.05,Semiconductors,Technology
2/9/2023,Nvidia,NVDA,223.37,Semiconductors,Technology
2/10/2023,Nvidia,NVDA,212.65,Semiconductors,Technology
2/13/2023,Nvidia,NVDA,217.88,Semiconductors,Technology
2/14/2023,Nvidia,NVDA,229.71,Semiconductors,Technology
2/15/2023,Nvidia,NVDA,227.64,Semiconductors,Technology
2/16/2023,Nvidia,NVDA,220.02,Semiconductors,Technology
2/17/2023,Nvidia,NVDA,213.88,Semiconductors,Technology
2/21/2023,Nvidia,NVDA,206.55,Semiconductors,Technology
2/22/2023,Nvidia,NVDA,207.54,Semiconductors,Technology
2/23/2023,Nvidia,NVDA,236.64,Semiconductors,Technology
2/24/2023,Nvidia,NVDA,232.86,Semiconductors,Technology
2/27/2023,Nvidia,NVDA,235.01,Semiconductors,Technology
2/28/2023,Nvidia,NVDA,232.16,Semiconductors,Technology
3/1/2023,Nvidia,NVDA,226.98,Semiconductors,Technology
3/2/2023,Nvidia,NVDA,233.14,Semiconductors,Technology
3/3/2023,Nvidia,NVDA,238.9,Semiconductors,Technology
3/6/2023,Nvidia,NVDA,235.54,Semiconductors,Technology
3/7/2023,Nvidia,NVDA,232.88,Semiconductors,Technology
3/8/2023,Nvidia,NVDA,241.81,Semiconductors,Technology
3/9/2023,Nvidia,NVDA,234.36,Semiconductors,Technology
3/10/2023,Nvidia,NVDA,229.65,Semiconductors,Technology
3/13/2023,Nvidia,NVDA,229.66,Semiconductors,Technology
3/14/2023,Nvidia,NVDA,240.63,Semiconductors,Technology
3/15/2023,Nvidia,NVDA,242.28,Semiconductors,Technology
3/16/2023,Nvidia,NVDA,255.41,Semiconductors,Technology
3/17/2023,Nvidia,NVDA,257.25,Semiconductors,Technology
3/20/2023,Nvidia,NVDA,259,Semiconductors,Technology
3/21/2023,Nvidia,NVDA,261.99,Semiconductors,Technology
3/22/2023,Nvidia,NVDA,264.68,Semiconductors,Technology
3/23/2023,Nvidia,NVDA,271.91,Semiconductors,Technology
3/24/2023,Nvidia,NVDA,267.79,Semiconductors,Technology
3/27/2023,Nvidia,NVDA,265.31,Semiconductors,Technology
3/28/2023,Nvidia,NVDA,264.1,Semiconductors,Technology
3/29/2023,Nvidia,NVDA,269.84,Semiconductors,Technology
3/30/2023,Nvidia,NVDA,273.83,Semiconductors,Technology
3/31/2023,Nvidia,NVDA,277.77,Semiconductors,Technology
4/3/2023,Nvidia,NVDA,279.65,Semiconductors,Technology
4/4/2023,Nvidia,NVDA,274.53,Semiconductors,Technology
4/5/2023,Nvidia,NVDA,268.81,Semiconductors,Technology
4/6/2023,Nvidia,NVDA,270.37,Semiconductors,Technology
4/10/2023,Nvidia,NVDA,275.79,Semiconductors,Technology
4/11/2023,Nvidia,NVDA,271.69,Semiconductors,Technology
4/12/2023,Nvidia,NVDA,264.95,Semiconductors,Technology
4/13/2023,Nvidia,NVDA,264.63,Semiconductors,Technology
4/14/2023,Nvidia,NVDA,267.58,Semiconductors,Technology
4/17/2023,Nvidia,NVDA,270.02,Semiconductors,Technology
4/18/2023,Nvidia,NVDA,276.67,Semiconductors,Technology
4/19/2023,Nvidia,NVDA,279.31,Semiconductors,Technology
4/20/2023,Nvidia,NVDA,271.04,Semiconductors,Technology
4/21/2023,Nvidia,NVDA,271.19,Semiconductors,Technology
4/24/2023,Nvidia,NVDA,270.42,Semiconductors,Technology
4/25/2023,Nvidia,NVDA,262.41,Semiconductors,Technology
4/26/2023,Nvidia,NVDA,269.56,Semiconductors,Technology
4/27/2023,Nvidia,NVDA,272.26,Semiconductors,Technology
4/28/2023,Nvidia,NVDA,277.49,Semiconductors,Technology
5/1/2023,Nvidia,NVDA,289.1,Semiconductors,Technology
5/2/2023,Nvidia,NVDA,282.1,Semiconductors,Technology
5/3/2023,Nvidia,NVDA,278.02,Semiconductors,Technology
5/4/2023,Nvidia,NVDA,275.62,Semiconductors,Technology
5/5/2023,Nvidia,NVDA,286.8,Semiconductors,Technology
5/8/2023,Nvidia,NVDA,291.51,Semiconductors,Technology
5/9/2023,Nvidia,NVDA,285.71,Semiconductors,Technology
5/10/2023,Nvidia,NVDA,288.85,Semiconductors,Technology
5/11/2023,Nvidia,NVDA,285.78,Semiconductors,Technology
5/12/2023,Nvidia,NVDA,283.4,Semiconductors,Technology
5/15/2023,Nvidia,NVDA,289.53,Semiconductors,Technology
5/16/2023,Nvidia,NVDA,292.13,Semiconductors,Technology
5/17/2023,Nvidia,NVDA,301.78,Semiconductors,Technology
5/18/2023,Nvidia,NVDA,316.78,Semiconductors,Technology
5/19/2023,Nvidia,NVDA,312.64,Semiconductors,Technology
5/22/2023,Nvidia,NVDA,311.76,Semiconductors,Technology
5/23/2023,Nvidia,NVDA,306.88,Semiconductors,Technology
5/24/2023,Nvidia,NVDA,305.38,Semiconductors,Technology
5/25/2023,Nvidia,NVDA,379.8,Semiconductors,Technology
5/26/2023,Nvidia,NVDA,389.46,Semiconductors,Technology
5/30/2023,Nvidia,NVDA,401.11,Semiconductors,Technology
5/31/2023,Nvidia,NVDA,378.34,Semiconductors,Technology
6/1/2023,Nvidia,NVDA,397.7,Semiconductors,Technology
6/2/2023,Nvidia,NVDA,393.27,Semiconductors,Technology
6/5/2023,Nvidia,NVDA,391.71,Semiconductors,Technology
6/6/2023,Nvidia,NVDA,386.54,Semiconductors,Technology
6/7/2023,Nvidia,NVDA,374.75,Semiconductors,Technology
6/8/2023,Nvidia,NVDA,385.1,Semiconductors,Technology
6/9/2023,Nvidia,NVDA,387.7,Semiconductors,Technology
6/12/2023,Nvidia,NVDA,394.82,Semiconductors,Technology
6/13/2023,Nvidia,NVDA,410.22,Semiconductors,Technology
6/14/2023,Nvidia,NVDA,429.97,Semiconductors,Technology
6/15/2023,Nvidia,NVDA,426.53,Semiconductors,Technology
6/16/2023,Nvidia,NVDA,426.92,Semiconductors,Technology
6/20/2023,Nvidia,NVDA,438.08,Semiconductors,Technology
6/21/2023,Nvidia,NVDA,430.45,Semiconductors,Technology
6/22/2023,Nvidia,NVDA,430.25,Semiconductors,Technology
6/23/2023,Nvidia,NVDA,422.09,Semiconductors,Technology
6/26/2023,Nvidia,NVDA,406.32,Semiconductors,Technology
6/27/2023,Nvidia,NVDA,418.76,Semiconductors,Technology
6/28/2023,Nvidia,NVDA,411.17,Semiconductors,Technology
6/29/2023,Nvidia,NVDA,408.22,Semiconductors,Technology
6/30/2023,Nvidia,NVDA,423.02,Semiconductors,Technology
7/3/2023,Nvidia,NVDA,424.13,Semiconductors,Technology
7/5/2023,Nvidia,NVDA,423.17,Semiconductors,Technology
7/6/2023,Nvidia,NVDA,421.03,Semiconductors,Technology
7/7/2023,Nvidia,NVDA,425.03,Semiconductors,Technology
7/10/2023,Nvidia,NVDA,421.8,Semiconductors,Technology
7/11/2023,Nvidia,NVDA,424.05,Semiconductors,Technology
7/12/2023,Nvidia,NVDA,439.02,Semiconductors,Technology
7/13/2023,Nvidia,NVDA,459.77,Semiconductors,Technology
7/14/2023,Nvidia,NVDA,454.69,Semiconductors,Technology
7/17/2023,Nvidia,NVDA,464.61,Semiconductors,Technology
7/18/2023,Nvidia,NVDA,474.94,Semiconductors,Technology
7/19/2023,Nvidia,NVDA,470.77,Semiconductors,Technology
7/20/2023,Nvidia,NVDA,455.2,Semiconductors,Technology
7/21/2023,Nvidia,NVDA,443.09,Semiconductors,Technology
7/24/2023,Nvidia,NVDA,446.12,Semiconductors,Technology
7/25/2023,Nvidia,NVDA,456.79,Semiconductors,Technology
7/26/2023,Nvidia,NVDA,454.52,Semiconductors,Technology
7/27/2023,Nvidia,NVDA,459,Semiconductors,Technology
7/28/2023,Nvidia,NVDA,467.5,Semiconductors,Technology
7/31/2023,Nvidia,NVDA,467.29,Semiconductors,Technology
2/1/2023,Alphabet,GOOGL,100.43,"Computer Software: Programming, Data Processing",Technology
2/2/2023,Alphabet,GOOGL,107.74,"Computer Software: Programming, Data Processing",Technology
2/3/2023,Alphabet,GOOGL,104.78,"Computer Software: Programming, Data Processing",Technology
2/6/2023,Alphabet,GOOGL,102.9,"Computer Software: Programming, Data Processing",Technology
2/7/2023,Alphabet,GOOGL,107.64,"Computer Software: Programming, Data Processing",Technology
2/8/2023,Alphabet,GOOGL,99.37,"Computer Software: Programming, Data Processing",Technology
2/9/2023,Alphabet,GOOGL,95.01,"Computer Software: Programming, Data Processing",Technology
2/10/2023,Alphabet,GOOGL,94.57,"Computer Software: Programming, Data Processing",Technology
2/13/2023,Alphabet,GOOGL,94.61,"Computer Software: Programming, Data Processing",Technology
2/14/2023,Alphabet,GOOGL,94.68,"Computer Software: Programming, Data Processing",Technology
2/15/2023,Alphabet,GOOGL,96.94,"Computer Software: Programming, Data Processing",Technology
2/16/2023,Alphabet,GOOGL,95.51,"Computer Software: Programming, Data Processing",Technology
2/17/2023,Alphabet,GOOGL,94.35,"Computer Software: Programming, Data Processing",Technology
2/21/2023,Alphabet,GOOGL,91.79,"Computer Software: Programming, Data Processing",Technology
2/22/2023,Alphabet,GOOGL,91.65,"Computer Software: Programming, Data Processing",Technology
2/23/2023,Alphabet,GOOGL,90.89,"Computer Software: Programming, Data Processing",Technology
2/24/2023,Alphabet,GOOGL,89.13,"Computer Software: Programming, Data Processing",Technology
2/27/2023,Alphabet,GOOGL,89.87,"Computer Software: Programming, Data Processing",Technology
2/28/2023,Alphabet,GOOGL,90.06,"Computer Software: Programming, Data Processing",Technology
3/1/2023,Alphabet,GOOGL,90.36,"Computer Software: Programming, Data Processing",Technology
3/2/2023,Alphabet,GOOGL,92,"Computer Software: Programming, Data Processing",Technology
3/3/2023,Alphabet,GOOGL,93.65,"Computer Software: Programming, Data Processing",Technology
3/6/2023,Alphabet,GOOGL,95.13,"Computer Software: Programming, Data Processing",Technology
3/7/2023,Alphabet,GOOGL,93.86,"Computer Software: Programming, Data Processing",Technology
3/8/2023,Alphabet,GOOGL,94.25,"Computer Software: Programming, Data Processing",Technology
3/9/2023,Alphabet,GOOGL,92.32,"Computer Software: Programming, Data Processing",Technology
3/10/2023,Alphabet,GOOGL,90.63,"Computer Software: Programming, Data Processing",Technology
3/13/2023,Alphabet,GOOGL,91.11,"Computer Software: Programming, Data Processing",Technology
3/14/2023,Alphabet,GOOGL,93.97,"Computer Software: Programming, Data Processing",Technology
3/15/2023,Alphabet,GOOGL,96.11,"Computer Software: Programming, Data Processing",Technology
3/16/2023,Alphabet,GOOGL,100.32,"Computer Software: Programming, Data Processing",Technology
3/17/2023,Alphabet,GOOGL,101.62,"Computer Software: Programming, Data Processing",Technology
3/20/2023,Alphabet,GOOGL,101.22,"Computer Software: Programming, Data Processing",Technology
3/21/2023,Alphabet,GOOGL,104.92,"Computer Software: Programming, Data Processing",Technology
3/22/2023,Alphabet,GOOGL,103.37,"Computer Software: Programming, Data Processing",Technology
3/23/2023,Alphabet,GOOGL,105.6,"Computer Software: Programming, Data Processing",Technology
3/24/2023,Alphabet,GOOGL,105.44,"Computer Software: Programming, Data Processing",Technology
3/27/2023,Alphabet,GOOGL,102.46,"Computer Software: Programming, Data Processing",Technology
3/28/2023,Alphabet,GOOGL,101.03,"Computer Software: Programming, Data Processing",Technology
3/29/2023,Alphabet,GOOGL,101.39,"Computer Software: Programming, Data Processing",Technology
3/30/2023,Alphabet,GOOGL,100.89,"Computer Software: Programming, Data Processing",Technology
3/31/2023,Alphabet,GOOGL,103.73,"Computer Software: Programming, Data Processing",Technology
4/3/2023,Alphabet,GOOGL,104.36,"Computer Software: Programming, Data Processing",Technology
4/4/2023,Alphabet,GOOGL,104.72,"Computer Software: Programming, Data Processing",Technology
4/5/2023,Alphabet,GOOGL,104.47,"Computer Software: Programming, Data Processing",Technology
4/6/2023,Alphabet,GOOGL,108.42,"Computer Software: Programming, Data Processing",Technology
4/10/2023,Alphabet,GOOGL,106.44,"Computer Software: Programming, Data Processing",Technology
4/11/2023,Alphabet,GOOGL,105.35,"Computer Software: Programming, Data Processing",Technology
4/12/2023,Alphabet,GOOGL,104.64,"Computer Software: Programming, Data Processing",Technology
4/13/2023,Alphabet,GOOGL,107.43,"Computer Software: Programming, Data Processing",Technology
4/14/2023,Alphabet,GOOGL,108.87,"Computer Software: Programming, Data Processing",Technology
4/17/2023,Alphabet,GOOGL,105.97,"Computer Software: Programming, Data Processing",Technology
4/18/2023,Alphabet,GOOGL,104.5,"Computer Software: Programming, Data Processing",Technology
4/19/2023,Alphabet,GOOGL,104.18,"Computer Software: Programming, Data Processing",Technology
4/20/2023,Alphabet,GOOGL,105.29,"Computer Software: Programming, Data Processing",Technology
4/21/2023,Alphabet,GOOGL,105.41,"Computer Software: Programming, Data Processing",Technology
4/24/2023,Alphabet,GOOGL,105.97,"Computer Software: Programming, Data Processing",Technology
4/25/2023,Alphabet,GOOGL,103.85,"Computer Software: Programming, Data Processing",Technology
4/26/2023,Alphabet,GOOGL,103.71,"Computer Software: Programming, Data Processing",Technology
4/27/2023,Alphabet,GOOGL,107.59,"Computer Software: Programming, Data Processing",Technology
4/28/2023,Alphabet,GOOGL,107.34,"Computer Software: Programming, Data Processing",Technology
5/1/2023,Alphabet,GOOGL,107.2,"Computer Software: Programming, Data Processing",Technology
5/2/2023,Alphabet,GOOGL,105.32,"Computer Software: Programming, Data Processing",Technology
5/3/2023,Alphabet,GOOGL,105.41,"Computer Software: Programming, Data Processing",Technology
5/4/2023,Alphabet,GOOGL,104.69,"Computer Software: Programming, Data Processing",Technology
5/5/2023,Alphabet,GOOGL,105.57,"Computer Software: Programming, Data Processing",Technology
5/8/2023,Alphabet,GOOGL,107.77,"Computer Software: Programming, Data Processing",Technology
5/9/2023,Alphabet,GOOGL,107.35,"Computer Software: Programming, Data Processing",Technology
5/10/2023,Alphabet,GOOGL,111.75,"Computer Software: Programming, Data Processing",Technology
5/11/2023,Alphabet,GOOGL,116.57,"Computer Software: Programming, Data Processing",Technology
5/12/2023,Alphabet,GOOGL,117.51,"Computer Software: Programming, Data Processing",Technology
5/15/2023,Alphabet,GOOGL,116.51,"Computer Software: Programming, Data Processing",Technology
5/16/2023,Alphabet,GOOGL,119.51,"Computer Software: Programming, Data Processing",Technology
5/17/2023,Alphabet,GOOGL,120.84,"Computer Software: Programming, Data Processing",Technology
5/18/2023,Alphabet,GOOGL,122.83,"Computer Software: Programming, Data Processing",Technology
5/19/2023,Alphabet,GOOGL,122.76,"Computer Software: Programming, Data Processing",Technology
5/22/2023,Alphabet,GOOGL,125.05,"Computer Software: Programming, Data Processing",Technology
5/23/2023,Alphabet,GOOGL,122.56,"Computer Software: Programming, Data Processing",Technology
5/24/2023,Alphabet,GOOGL,120.9,"Computer Software: Programming, Data Processing",Technology
5/25/2023,Alphabet,GOOGL,123.48,"Computer Software: Programming, Data Processing",Technology
5/26/2023,Alphabet,GOOGL,124.61,"Computer Software: Programming, Data Processing",Technology
5/30/2023,Alphabet,GOOGL,123.67,"Computer Software: Programming, Data Processing",Technology
5/31/2023,Alphabet,GOOGL,122.87,"Computer Software: Programming, Data Processing",Technology
6/1/2023,Alphabet,GOOGL,123.72,"Computer Software: Programming, Data Processing",Technology
6/2/2023,Alphabet,GOOGL,124.67,"Computer Software: Programming, Data Processing",Technology
6/5/2023,Alphabet,GOOGL,126.01,"Computer Software: Programming, Data Processing",Technology
6/6/2023,Alphabet,GOOGL,127.31,"Computer Software: Programming, Data Processing",Technology
6/7/2023,Alphabet,GOOGL,122.5,"Computer Software: Programming, Data Processing",Technology
6/8/2023,Alphabet,GOOGL,122.14,"Computer Software: Programming, Data Processing",Technology
6/9/2023,Alphabet,GOOGL,122.23,"Computer Software: Programming, Data Processing",Technology
6/12/2023,Alphabet,GOOGL,123.64,"Computer Software: Programming, Data Processing",Technology
6/13/2023,Alphabet,GOOGL,123.83,"Computer Software: Programming, Data Processing",Technology
6/14/2023,Alphabet,GOOGL,123.67,"Computer Software: Programming, Data Processing",Technology
6/15/2023,Alphabet,GOOGL,125.09,"Computer Software: Programming, Data Processing",Technology
6/16/2023,Alphabet,GOOGL,123.53,"Computer Software: Programming, Data Processing",Technology
6/20/2023,Alphabet,GOOGL,123.1,"Computer Software: Programming, Data Processing",Technology
6/21/2023,Alphabet,GOOGL,120.55,"Computer Software: Programming, Data Processing",Technology
6/22/2023,Alphabet,GOOGL,123.15,"Computer Software: Programming, Data Processing",Technology
6/23/2023,Alphabet,GOOGL,122.34,"Computer Software: Programming, Data Processing",Technology
6/26/2023,Alphabet,GOOGL,118.34,"Computer Software: Programming, Data Processing",Technology
6/27/2023,Alphabet,GOOGL,118.33,"Computer Software: Programming, Data Processing",Technology
6/28/2023,Alphabet,GOOGL,120.18,"Computer Software: Programming, Data Processing",Technology
6/29/2023,Alphabet,GOOGL,119.1,"Computer Software: Programming, Data Processing",Technology
6/30/2023,Alphabet,GOOGL,119.7,"Computer Software: Programming, Data Processing",Technology
7/3/2023,Alphabet,GOOGL,119.9,"Computer Software: Programming, Data Processing",Technology
7/5/2023,Alphabet,GOOGL,121.75,"Computer Software: Programming, Data Processing",Technology
7/6/2023,Alphabet,GOOGL,120.11,"Computer Software: Programming, Data Processing",Technology
7/7/2023,Alphabet,GOOGL,119.48,"Computer Software: Programming, Data Processing",Technology
7/10/2023,Alphabet,GOOGL,116.45,"Computer Software: Programming, Data Processing",Technology
7/11/2023,Alphabet,GOOGL,117.14,"Computer Software: Programming, Data Processing",Technology
7/12/2023,Alphabet,GOOGL,118.93,"Computer Software: Programming, Data Processing",Technology
7/13/2023,Alphabet,GOOGL,124.54,"Computer Software: Programming, Data Processing",Technology
7/14/2023,Alphabet,GOOGL,125.42,"Computer Software: Programming, Data Processing",Technology
7/17/2023,Alphabet,GOOGL,124.65,"Computer Software: Programming, Data Processing",Technology
7/18/2023,Alphabet,GOOGL,123.76,"Computer Software: Programming, Data Processing",Technology
7/19/2023,Alphabet,GOOGL,122.03,"Computer Software: Programming, Data Processing",Technology
7/20/2023,Alphabet,GOOGL,119.2,"Computer Software: Programming, Data Processing",Technology
7/21/2023,Alphabet,GOOGL,120.02,"Computer Software: Programming, Data Processing",Technology
7/24/2023,Alphabet,GOOGL,121.53,"Computer Software: Programming, Data Processing",Technology
7/25/2023,Alphabet,GOOGL,122.21,"Computer Software: Programming, Data Processing",Technology
7/26/2023,Alphabet,GOOGL,129.27,"Computer Software: Programming, Data Processing",Technology
7/27/2023,Alphabet,GOOGL,129.4,"Computer Software: Programming, Data Processing",Technology
7/28/2023,Alphabet,GOOGL,132.58,"Computer Software: Programming, Data Processing",Technology
7/31/2023,Alphabet,GOOGL,132.72,"Computer Software: Programming, Data Processing",Technology
2/1/2023,Meta,META,153.12,"Computer Software: Programming, Data Processing",Technology
2/2/2023,Meta,META,188.77,"Computer Software: Programming, Data Processing",Technology
2/3/2023,Meta,META,186.53,"Computer Software: Programming, Data Processing",Technology
2/6/2023,Meta,META,186.06,"Computer Software: Programming, Data Processing",Technology
2/7/2023,Meta,META,191.62,"Computer Software: Programming, Data Processing",Technology
2/8/2023,Meta,META,183.43,"Computer Software: Programming, Data Processing",Technology
2/9/2023,Meta,META,177.92,"Computer Software: Programming, Data Processing",Technology
2/10/2023,Meta,META,174.15,"Computer Software: Programming, Data Processing",Technology
2/13/2023,Meta,META,179.43,"Computer Software: Programming, Data Processing",Technology
2/14/2023,Meta,META,179.48,"Computer Software: Programming, Data Processing",Technology
2/15/2023,Meta,META,177.16,"Computer Software: Programming, Data Processing",Technology
2/16/2023,Meta,META,172.44,"Computer Software: Programming, Data Processing",Technology
2/17/2023,Meta,META,172.88,"Computer Software: Programming, Data Processing",Technology
2/21/2023,Meta,META,172.08,"Computer Software: Programming, Data Processing",Technology
2/22/2023,Meta,META,171.12,"Computer Software: Programming, Data Processing",Technology
2/23/2023,Meta,META,172.04,"Computer Software: Programming, Data Processing",Technology
2/24/2023,Meta,META,170.39,"Computer Software: Programming, Data Processing",Technology
2/27/2023,Meta,META,169.54,"Computer Software: Programming, Data Processing",Technology
2/28/2023,Meta,META,174.94,"Computer Software: Programming, Data Processing",Technology
3/1/2023,Meta,META,173.42,"Computer Software: Programming, Data Processing",Technology
3/2/2023,Meta,META,174.53,"Computer Software: Programming, Data Processing",Technology
3/3/2023,Meta,META,185.25,"Computer Software: Programming, Data Processing",Technology
3/6/2023,Meta,META,184.9,"Computer Software: Programming, Data Processing",Technology
3/7/2023,Meta,META,184.51,"Computer Software: Programming, Data Processing",Technology
3/8/2023,Meta,META,184.97,"Computer Software: Programming, Data Processing",Technology
3/9/2023,Meta,META,181.69,"Computer Software: Programming, Data Processing",Technology
3/10/2023,Meta,META,179.51,"Computer Software: Programming, Data Processing",Technology
3/13/2023,Meta,META,180.9,"Computer Software: Programming, Data Processing",Technology
3/14/2023,Meta,META,194.02,"Computer Software: Programming, Data Processing",Technology
3/15/2023,Meta,META,197.75,"Computer Software: Programming, Data Processing",Technology
3/16/2023,Meta,META,204.93,"Computer Software: Programming, Data Processing",Technology
3/17/2023,Meta,META,195.61,"Computer Software: Programming, Data Processing",Technology
3/20/2023,Meta,META,197.81,"Computer Software: Programming, Data Processing",Technology
3/21/2023,Meta,META,202.16,"Computer Software: Programming, Data Processing",Technology
3/22/2023,Meta,META,199.81,"Computer Software: Programming, Data Processing",Technology
3/23/2023,Meta,META,204.28,"Computer Software: Programming, Data Processing",Technology
3/24/2023,Meta,META,206.01,"Computer Software: Programming, Data Processing",Technology
3/27/2023,Meta,META,202.84,"Computer Software: Programming, Data Processing",Technology
3/28/2023,Meta,META,200.68,"Computer Software: Programming, Data Processing",Technology
3/29/2023,Meta,META,205.35,"Computer Software: Programming, Data Processing",Technology
3/30/2023,Meta,META,207.84,"Computer Software: Programming, Data Processing",Technology
3/31/2023,Meta,META,211.94,"Computer Software: Programming, Data Processing",Technology
4/3/2023,Meta,META,213.07,"Computer Software: Programming, Data Processing",Technology
4/4/2023,Meta,META,214.72,"Computer Software: Programming, Data Processing",Technology
4/5/2023,Meta,META,211.48,"Computer Software: Programming, Data Processing",Technology
4/6/2023,Meta,META,216.1,"Computer Software: Programming, Data Processing",Technology
4/10/2023,Meta,META,214.75,"Computer Software: Programming, Data Processing",Technology
4/11/2023,Meta,META,213.85,"Computer Software: Programming, Data Processing",Technology
4/12/2023,Meta,META,214,"Computer Software: Programming, Data Processing",Technology
4/13/2023,Meta,META,220.35,"Computer Software: Programming, Data Processing",Technology
4/14/2023,Meta,META,221.49,"Computer Software: Programming, Data Processing",Technology
4/17/2023,Meta,META,218.86,"Computer Software: Programming, Data Processing",Technology
4/18/2023,Meta,META,217.89,"Computer Software: Programming, Data Processing",Technology
4/19/2023,Meta,META,215.7,"Computer Software: Programming, Data Processing",Technology
4/20/2023,Meta,META,213.07,"Computer Software: Programming, Data Processing",Technology
4/21/2023,Meta,META,212.89,"Computer Software: Programming, Data Processing",Technology
4/24/2023,Meta,META,212.79,"Computer Software: Programming, Data Processing",Technology
4/25/2023,Meta,META,207.55,"Computer Software: Programming, Data Processing",Technology
4/26/2023,Meta,META,209.4,"Computer Software: Programming, Data Processing",Technology
4/27/2023,Meta,META,238.56,"Computer Software: Programming, Data Processing",Technology
4/28/2023,Meta,META,240.32,"Computer Software: Programming, Data Processing",Technology
5/1/2023,Meta,META,243.18,"Computer Software: Programming, Data Processing",Technology
5/2/2023,Meta,META,239.24,"Computer Software: Programming, Data Processing",Technology
5/3/2023,Meta,META,237.03,"Computer Software: Programming, Data Processing",Technology
5/4/2023,Meta,META,233.52,"Computer Software: Programming, Data Processing",Technology
5/5/2023,Meta,META,232.78,"Computer Software: Programming, Data Processing",Technology
5/8/2023,Meta,META,233.27,"Computer Software: Programming, Data Processing",Technology
5/9/2023,Meta,META,233.37,"Computer Software: Programming, Data Processing",Technology
5/10/2023,Meta,META,233.08,"Computer Software: Programming, Data Processing",Technology
5/11/2023,Meta,META,235.79,"Computer Software: Programming, Data Processing",Technology
5/12/2023,Meta,META,233.81,"Computer Software: Programming, Data Processing",Technology
5/15/2023,Meta,META,238.86,"Computer Software: Programming, Data Processing",Technology
5/16/2023,Meta,META,238.82,"Computer Software: Programming, Data Processing",Technology
5/17/2023,Meta,META,242.49,"Computer Software: Programming, Data Processing",Technology
5/18/2023,Meta,META,246.85,"Computer Software: Programming, Data Processing",Technology
5/19/2023,Meta,META,245.64,"Computer Software: Programming, Data Processing",Technology
5/22/2023,Meta,META,248.32,"Computer Software: Programming, Data Processing",Technology
5/23/2023,Meta,META,246.74,"Computer Software: Programming, Data Processing",Technology
5/24/2023,Meta,META,249.21,"Computer Software: Programming, Data Processing",Technology
5/25/2023,Meta,META,252.69,"Computer Software: Programming, Data Processing",Technology
5/26/2023,Meta,META,262.04,"Computer Software: Programming, Data Processing",Technology
5/30/2023,Meta,META,262.52,"Computer Software: Programming, Data Processing",Technology
5/31/2023,Meta,META,264.72,"Computer Software: Programming, Data Processing",Technology
6/1/2023,Meta,META,272.61,"Computer Software: Programming, Data Processing",Technology
6/2/2023,Meta,META,272.61,"Computer Software: Programming, Data Processing",Technology
6/5/2023,Meta,META,271.39,"Computer Software: Programming, Data Processing",Technology
6/6/2023,Meta,META,271.12,"Computer Software: Programming, Data Processing",Technology
6/7/2023,Meta,META,263.6,"Computer Software: Programming, Data Processing",Technology
6/8/2023,Meta,META,264.58,"Computer Software: Programming, Data Processing",Technology
6/9/2023,Meta,META,264.95,"Computer Software: Programming, Data Processing",Technology
6/12/2023,Meta,META,271.05,"Computer Software: Programming, Data Processing",Technology
